"NPI","Provider Secondary Practice Location Address- Address Line 1","Provider Secondary Practice Location Address-  Address Line 2","Provider Secondary Practice Location Address - City Name","Provider Secondary Practice Location Address - State Name","Provider Secondary Practice Location Address - Postal Code","Provider Secondary Practice Location Address - Country Code (If outside U.S.)","Provider Secondary Practice Location Address - Telephone Number","Provider Secondary Practice Location Address - Telephone Extension","Provider Practice Location Address - Fax Number"
"1275164337","2120 S McClintock Dr Ste 105","","Tempe","AZ","852822692","US","4808040326","",""
"1386391829","1100 Wilford Hall Loop Bldg 4554","","Jbsa Lackland","TX","782365638","US","2109168040","",""
"1558822478","350 S Irwin Rd","","Holland","OH","43528","US","5677039064","",""
"1669590782","1229 Madison St Ste 680","","Seattle","WA","981043541","US","2062153850","","2062153870"
"1669590782","1750 112th Ave NE Ste D050","","Bellevue","WA","980043779","US","2062153850","","2062153870"
"1669590782","1229 Madison St Ste 620","","Seattle","WA","981043304","US","2062153850","","2062153870"
"1558940387","3105 Old Fairhaven Pkwy Ste 103","","Bellingham","WA","982258212","US","2062153850","",""
"1558940387","6100 219th St SW Ste 280","","Mountlake Terrace","WA","980432222","US","2062153850","",""
"1558940387","321 Ramsay Way Ste 107","","Kent","WA","980324544","US","2062153850","",""
"1558940387","1229 Madison St Ste 620","","Seattle","WA","981043304","US","2062153850","",""
"1558940387","2205 W Dolarway Rd Ste 2","","Ellensburg","WA","989268241","US","2062153850","",""
"1558940387","215 E George Hopper Rd","","Burlington","WA","982333105","US","2062153850","",""
"1235525932","3181 SW Sam Jackson Park Rd","","Portland","OR","972393011","US","5034948211","",""
"1841797032","4647 Zion Ave","","San Diego","CA","921202507","US","","",""
"1831623156","301 S Roosevelt Dr","","Beaver Dam","WI","539162439","US","9203569711","",""
"1831623156","1836 South Ave","","LA Crosse","WI","546015429","US","6087827300","",""
"1356960736","1 Cooper Plz","","Camden","NJ","081031461","US","8563422352","",""
"1992125066","3551 Roger Brooke Dr","Dept of Otolaryngology","Fort Sam Houston","TX","782344504","US","2109164141","",""
"1932633617","3404 Wake Forest Rd","","Raleigh","NC","276097340","US","9198625400","",""
"1770702177","920 Stanton L Young Blvd","WP 2430","Oklahoma City","OK","731045036","US","4052717449","","4052718547"
"1205893187","3623 Latrobe Dr","Suite 216","Charlotte","NC","282114864","US","7043321291","","7043325206"
"1265490809","11212 State Highway 151","Plaza 2 Suite 300","San Antonio","TX","782514498","US","2107038454","","2107038461"
"1013652510","707 E Main St","","Middletown","NY","109402650","US","8453336333","",""
"1952692410","1229 Madison St Ste 620","","Seattle","WA","981043304","US","2062153850","","2062153870"
"1952692410","1750 112th Ave NE Ste D050","","Bellevue","WA","980043779","US","2062153850","","2062153870"
"1952692410","6100 219th St SW Ste 280","","Mountlake Terrace","WA","980432222","US","2062153850","","2062153870"
"1336723220","3267 W Rialto Ave","","Fresno","CA","937224138","US","5592440881","",""
"1336723220","496 S Barton Ave","","Fresno","CA","937022985","US","5598604422","",""
"1336723220","2216 E Cambridge Ave","","Fresno","CA","937032123","US","5592522140","",""
"1336723220","4862 E Clinton Ave","","Fresno","CA","937032873","US","5592522450","",""
"1336723220","320 E Warner Ave","","Fresno","CA","937103711","US","5592521613","",""
"1336723220","6250 N Millbrook Ave","","Fresno","CA","937105620","US","5594317874","",""
"1336723220","3894 E Gettysburg Ave","","Fresno","CA","937260901","US","5594540822","",""
"1336723220","643 E Sample Ave","","Fresno","CA","937105428","US","5592522204","",""
"1336723220","1105 E Yale Ave","","Fresno","CA","937046238","US","5592521738","",""
"1861138455","330 23rd Ave N Ste 100","","Nashville","TN","372036513","US","6153277435","",""
"1588154082","2772 S. Martin Luther King Blvd","","Fresno","CA","93706","US","5592654800","",""
"1588154082","4411 E Kings Canyon Rd","","Fresno","CA","937023604","US","5596009500","",""
"1679263271","10101 Double R Blvd","","Reno","NV","895215931","US","7759827878","","7759824196"
"1871159376","455 W Warren Ave Ste 100","","Longwood","FL","327504038","US","4072622220","","4078345011"
"1588618300","3601 Tvc","","Nashville","TN","372320001","US","6153223000","",""
"1114920626","6500 West Loop S Ste 200F","","Bellaire","TX","774013535","US","7135728122","",""
"1942792791","1027 N Van Ness Ave","","Fresno","CA","937283429","US","5592687613","",""
"1942792791","4291 N Millbrook Ave","","Fresno","CA","937263438","US","5592247967","",""
"1942792791","718 E Minarets Ave","","Fresno","CA","937203010","US","5594471114","",""
"1942792791","1853 E Niles Ave","","Fresno","CA","937202342","US","5593253892","",""
"1942792791","1415 W Barstow Ave","","Fresno","CA","937113018","US","5594389344","",""
"1942792791","10120 Lanes Bridge Dr","","Madera","CA","936368890","US","5594315532","",""
"1942792791","775 E Spruce Ave","","Fresno","CA","937203016","US","5594315073","",""
"1942792791","1942 E Niles Ave","","Fresno","CA","937202344","US","5593234957","",""
"1508395021","Naval Medical Ctr 34800 Bob Wilson Dr","","San Diego","CA","921340001","US","6195326827","","6195327508"
"1508395021","EOD ESU2 Medical Department","2520 Midway Rd, Ste 400","Norfolk","VA","23459","US","7579176762","",""
"1508395021","EOD ESU2 Medical Department","2520 Midway Rd, Ste 400","Norfolk","VA","23459","US","7579176762","",""
"1538720578","3761 Stocker St Ste 211","","View Park","CA","900085129","US","3232330425","1589",""
"1124314653","1229 Madison St Ste 620","","Seattle","WA","981043304","US","2062153850","","2062153870"
"1124314653","6100 219th St SW Ste 280","","Mountlake Terrace","WA","980432222","US","2062153850","","2062153870"
"1124314653","1750 112th Ave NE Ste D050","","Bellevue","WA","980043779","US","2062153850","","2062153870"
"1750951505","34800 Bob Wilson Dr","","San Diego","CA","921341098","US","6195326400","",""
"1487271219","1700 S Tamiami Trl","","Sarasota","FL","342393509","US","9419172041","",""
"1770924508","470 E 3rd St Ste C","","Los Angeles","CA","900131630","US","2136205712","",""
"1770924508","210 S De Lacey Ave","ste. 110","Pasadena","CA","911052048","US","6263957100","",""
"1770924508","1224 Vine St","","Los Angeles","CA","900381612","US","3237696100","",""
"1770924508","333 S Beaudry Ave","","Los Angeles","CA","90017","US","2132413841","","2132413305"
"1245882372","7500 Mercy Rd","","Omaha","NE","681242319","US","4022803649","",""
"1528748746","540 Ocean View Ave Apt 3","","Santa Cruz","CA","950623349","US","5404764181","",""
"1881026664","1977 Butler Blvd","","Houston","TX","770304101","US","7137981000","",""
"1881026664","3701 Kirby Dr Ste 100","","Houston","TX","770983921","US","7137987700","",""
"1881026664","3743 Westheimer Rd","","Houston","TX","770275439","US","7137987700","",""
"1881026664","6620 Main St","Suite 1225","Houston","TX","770302348","US","7137981000","",""
"1881026664","7200 Cambridge St Ste B7.454","","Houston","TX","770304202","US","7137985180","","7137982797"
"1992424923","16196 W Gibson Ln","","Goodyear","AZ","853383448","US","6236404792","",""
"1164031563","3635 E Inverness Ave Ste 109","","Mesa","AZ","852063848","US","6028348108","",""
"1033892229","4968 Weymouth St","","Lake Worth","FL","334632260","US","","",""
"1962058867","326 N Locust Ave","","Lawrenceburg","TN","384643516","US","9317629797","","9317629798"
"1962058867","912 W College St","","Pulaski","TN","384783630","US","9314249797","","9314249788"
"1962058867","202 Joe Ave","","Hohenwald","TN","384622002","US","9317969797","","9312950200"
"1255988432","160 Haledon Ave","","Prospect Park","NJ","075082051","US","9737814872","",""
"1386428399","2010 W Chester Pike","","Havertown","PA","190832700","US","6108532502","",""
"1407630411","630 Bercut Dr","","Sacramento","CA","958110110","US","9164401500","",""
"1598549503","30101 Agoura Ct Ste 204","","Agoura Hills","CA","913014341","US","7147457835","",""
"1194159871","1679 E Main St Ste 102","","El Cajon","CA","920215212","US","6194411907","","6194411908"
"1457072977","590 441 Historic Hwy N Ste E","","Demorest","GA","305354561","US","7067546611","",""
"1821182429","348 S Main St","","Camp Verde","AZ","863227155","US","9286496477","","9283250445"
"1821182429","2330 Desoto St","","Idaho Falls","ID","834047570","US","2085231100","","2085231317"
"1821182429","3188 N Windsong Dr Ste A","","Prescott Valley","AZ","863141220","US","9287759430","","9287759431"
"1659041226","8831 Founders Square Dr Fl 1","","Naples","FL","341200733","US","2394822663","","2394827585"
"1700255189","1495 Garden Of The Gods Rd","Suite 102","Colorado Springs","CO","809079441","US","7192609797","",""
"1700255189","1050 S Academy Blvd Ste 140","","Colorado Springs","CO","809103922","US","7195747083","","7195741226"
"1700255189","559 Vincent St","","Colorado Springs","CO","809141541","US","7195561306","",""
"1871801803","2010 Winterwarm Dr","","Fallbrook","CA","920288257","US","9492318362","",""
"1871801803","680 Fletcher Pkwy Ste 200","","El Cajon","CA","920202500","US","6195152365","",""
"1407165434","8700 Beverly Blvd","","West Hollywood","CA","900481804","US","3104232726","","3104236795"
"1588115240","274 Daniel Webster Hwy","","Nashua","NH","030605729","US","6038808900","",""
"1003327636","1180 3rd Ave Ste C3","","Chula Vista","CA","919113139","US","6196918164","",""
"1003327636","900 Fulton Ave Ste 200","","Sacramento","CA","958254517","US","9164843570","",""
"1003327636","1250 6th Ave Ste 100","","San Diego","CA","921014368","US","6195152430","",""
"1780340364","3431 Cherry Ave Ste B","","Long Beach","CA","908074911","US","8552237123","",""
"1447854633","1370 Brea Blvd Ste 210","","Fullerton","CA","928354128","US","7147321773","",""
"1063957538","450 S 4th St","","Central Point","OR","975022224","US","5415356239","",""
"1013677814","605 N Main St Ste A","","Alturas","CA","961013488","US","5305690248","",""
"1013677814","11960 Heritage Oak Pl Ste 12","","Auburn","CA","956032403","US","5308858350","",""
"1013677814","4010 Foothills Blvd Ste 104","","Roseville","CA","957477241","US","9167892050","",""
"1063051357","34800 Bob Wilson Dr","","San Diego","CA","921341098","US","6195326825","",""
"1326678863","62 Brown St","","Haverhill","MA","018306778","US","9785217777","",""
"1326678863","1750 Elm St Ste 103","","Manchester","NH","031042919","US","6038651706","",""
"1073145280","2835 N Sheffield Ave Ste 304","","Chicago","IL","606575084","US","6308665666","",""
"1306384714","5953 Riverside Blvd Apt 232","","Sacramento","CA","958316007","US","5593675443","",""
"1356482830","1401 S Federal Hwy","","Fort Lauderdale","FL","333162619","US","9547125033","","9547792316"
"1649803008","3263 S Highway 89 Ste 200A","","Bountiful","UT","840108557","US","3854481697","",""
"1932591245","300 Pasteur Dr","","Stanford","CA","943052200","US","6507234000","",""
"1639147812","8000 E. Hwy 212","","Eagle Butte","SD","57625","US","6059648000","","6059641118"
"1639147812","8000 E. Hwy 212","","Eagle Butte","SD","57625","US","6059648000","","6059641118"
"1851424899","51 N 39th St","","Philadelphia","PA","191042640","US","2153495454","","2156629355"
"1679032569","5755 Cottle Rd Bldg 23","","San Jose","CA","951233640","US","4089723233","",""
"1902508435","500 W Fort St # 111R","","Boise","ID","837024599","US","2084221314","",""
"1194221002","8701 W Watertown Plank Rd","","Milwaukee","WI","532263548","US","4149558998","",""
"1356929160","26922 State Route 784","","Grayson","KY","411436565","US","6063158822","",""
"1457857054","12631 E 17th Ave # Msb205","","Aurora","CO","800452527","US","3037241965","",""
"1649536228","4705 Montgomery Blvd NE Ste 301","","Albuquerque","NM","87109","US","5057274500","","5057274505"
"1649536228","1 University Of New Mexico","MSC (Obstetrics & Gynecology) 10 5580","Albuquerque","NM","871310001","US","5052726387","","5052726385"
"1649536228","4705 Montgomery Blvd NE Ste 301","","Albuquerque","NM","87109","US","5057274500","","5057274505"
"1013274190","3535 Southern Blvd","","Kettering","OH","454291221","US","9373846800","","9373846938"
"1851735138","531 Asbury Cir","Suite N340","Atlanta","GA","303221006","US","7347780482","",""
"1306802905","300 76th ave","","Saint Pete Beach","FL","337061802","US","7273601663","","7278941430"
"1306802905","1111 7th Ave N","Ste 107","St Petersburg","FL","33705","US","7278946703","","7278941430"
"1932543550","1265 Union Ave","","Memphis","TN","38104","US","9015167448","","9015168254"
"1831689389","4250 Plymouth Rd","","Ann Arbor","MI","481092700","US","7347640231","",""
"1831689389","555 Towner St","","Ypsilanti","MI","481985723","US","7345443050","",""
"1255953030","Naval Medical Center San Diego 38400 Bob Wilson Dr","","San Diego","CA","921345000","US","6198819169","",""
"1467074161","726 4th St","","Marysville","CA","959015656","US","5307494403","",""
"1922746619","1445 Willamette St Ste 3","","Eugene","OR","974014087","US","9713460355","","8332621495"
"1336706324","10 Symphony Cir","","Buffalo","NY","142011363","US","7167833100","",""
"1699333211","23801 Calabasas Rd Ste 2036","","Calabasas","CA","913023462","US","3104006531","",""
"1316561566","817 Santa Fe St","","Atchison","KS","660022332","US","9133677270","",""
"1285014159","795 Franklin Ave Bldg A","","Franklin Lakes","NJ","074171368","US","2016396620","",""
"1285014159","7650 River Rd Ste 100","","North Bergen","NJ","070476527","US","2016396620","",""
"1720571409","10850 S US Highway 1 Ste 2","","Port St Lucie","FL","349526407","US","7724630444","",""
"1720571409","15932 75th Ln N","","Loxahatchee","FL","334703141","US","5612017917","",""
"1720571409","1639 Forum Pl","","West Palm Beach","FL","33401","US","5617128821","",""
"1649629486","22 S Greene St","","Baltimore","MD","212011544","US","4103285878","",""
"1528552643","9824 Fondren Rd","","Houston","TX","770963648","US","8323768453","",""
"1811283138","Duke University Medical Ctr","","Durham","NC","277100001","US","6412752528","",""
"1063030559","5160 Franz Rd # 1B5160","","Katy","TX","774931763","US","7136798985","",""
"1689308165","588 Longmeadow St","","Longmeadow","MA","011062212","US","4135651000","",""
"1982126553","647 East 31th Street","","Jacksonville","FL","32206","US","9046510022","",""
"1730732835","4 W Red Oak Ln Ste 201","","White Plains","NY","106043603","US","9143904353","",""
"1730732835","138 Sandestin Ln","","Miramar Beach","FL","325505815","US","8502672887","",""
"1730732835","13137 Sorrento Rd","Suite C","Pensacola","FL","32507","US","8504160025","",""
"1144004185","1612 Westgate Cir Ste 215","","Brentwood","TN","370278078","US","6158146650","","6158146651"
"1285899138","3100 N 11th St Ste 1","","Bismarck","ND","585031210","US","7017512272","","7017510974"
"1295110625","1653 W Congress Pkwy","","Chicago","IL","606123833","US","3129425000","",""
"1629704614","901 N Lewis Ave","","Waukegan","IL","600852626","US","2243031900","",""
"1225764236","3075 Adeline St Ste 120","","Berkeley","CA","947032579","US","5102257572","",""
"1528614245","700 12th St NW Ste 700","","Washington","DC","200054052","US","4157355804","","8552496362"
"1043093370","2501 W Happy Valley Rd Ste 34","","Phoenix","AZ","850853712","US","6237805713","",""
"1336923358","416 Washington Ave","","Kingston","NY","124013704","US","8453310226","",""
"1417731464","14484 John Humphrey Dr","","Orland Park","IL","604622638","US","7083640580","",""
"1417731464","360 Galway Ct","","Bloomingdale","IL","601088808","US","6306770997","",""
"1396529327","1213 Sabine St","","Austin","TX","787011917","US","5124724357","",""
"1457135477","321 N Kuakini St Ste 508","","Honolulu","HI","968172361","US","8085236966","","8085320397"
"1760266795","1001 Navaho Dr Ste 103","","Raleigh","NC","276097318","US","9195598690","",""
"1912781949","400 East Polk Street","","Washington","IA","523531254","US","3196535481","",""
"1518741552","9935 Old Placerville Rd","","Sacramento","CA","958273531","US","9168500081","",""
"1548044589","53 W Jackson Blvd","","Chicago","IL","606043606","US","7734238447","",""
"1609650654","6800 Indiana Ave Ste 130","","Riverside","CA","925064266","US","9495168195","",""
"1225586373","44199 Dequindre Rd Ste 502","","Troy","MI","480851128","US","2489645880","","2489645068"
"1609547561","446 Roseville Sq","","Roseville","CA","956782808","US","9167841590","",""
"1073025490","744 Market St Unit 101","","Tacoma","WA","984023700","US","2533362040","","2537786992"
"1306501754","1028 E 1st St N","","Wichita","KS","672143903","US","3165121185","",""
"1255934618","136 E Concho Ave","","San Angelo","TX","769035947","US","3257772727","","3257772737"
"1982290797","10432 Balls Ford Rd Ste 300","","Manassas","VA","201092517","US","8632743842","",""
"1174911713","303 N 7th St","","Kentland","IN","479511379","US","2194745464","",""
"1649984584","4350 US 421 S","","Lillington","NC","275466760","US","9108931210","",""
"1205343597","414 Main St","","Warsaw","VA","225724291","US","8665657222","","8777341914"
"1205343597","3024 Forest Hills Cir","","Lynchburg","VA","245012312","US","8665657222","","8777341914"
"1356814644","1215 Lee St","","Charlottesville","VA","229080816","US","4349820656","",""
"1962824540","3705 Medical Pkwy Ste 570","","Austin","TX","787051024","US","5124542554","",""
"1639138324","200 E Fairman Ave","","Watseka","IL","609701644","US","8154325841","",""
"1154461978","720 S Crescent St Ste B","","Gilman","IL","609381518","US","8152658889","",""
"1154461978","200 E Fairman Ave","","Watseka","IL","609701644","US","8154325411","",""
"1154461978","303 N 7th St","","Kentland","IN","479511379","US","2194745464","",""
"1154461978","207 N Axtel Ave","","Milford","IL","609531003","US","8158894241","","8158894244"
"1740587351","3551 Roger Brooke Dr","","Fort Sam Houston","TX","782344504","US","2105399582","",""
"1366981409","1441 E 151st St Ste 4","","Olathe","KS","660622861","US","9137821529","","9137827159"
"1366981409","12208 W 87th Street Pkwy Ste 150","","Lenexa","KS","662152896","US","9135411888","","9135411040"
"1760077200","700 Childrens Dr","","Columbus","OH","432052664","US","6147222000","",""
"1649855560","228 S Main Ave","","Scranton","PA","185042545","US","5709047363","",""
"1588632681","396 Temple Ave # 396","","Highland Park","IL","600351435","US","8474327830","",""
"1124768288","136 Greenville Blvd SW","","Greenville","NC","27858","US","2529318232","",""
"1225153489","1840 Amherst St","","Winchester","VA","226012808","US","5405368000","","5405367681"
"1225153489","1860 Amherst St","","Winchester","VA","226012808","US","5405368000","","5405367780"
"1225153489","874 Fox Dr","","Winchester","VA","226038613","US","","",""
"1588124275","Baystate Medical Center 759 Chestnut Street","","Springfield","MA","011990001","US","4137940000","",""
"1043716533","100 N Academy Ave","","Danville","PA","178221900","US","5702716164","","5702716141"
"1376292995","275 14th St NW","","Atlanta","GA","303189100","US","4044284240","",""
"1861923500","11100 Euclid Ave.","UH Cleveland Medical Center","Cleveland","OH","44106","US","2163156200","",""
"1679100580","3 Saint Elizabeth Blvd Ste 4000","","O Fallon","IL","622691284","US","6182337880","",""
"1033179858","702 River North Dr","","North Augusta","SC","298415474","US","9043070857","",""
"1013477157","1500 Park Central Dr","","Highlands Ranch","CO","801296688","US","7208480000","",""
"1770978439","13001 E. 17th Place","University of Colorado School of Medicine GME","Aurora","CO","800452581","US","7207773846","","7207777258"
"1720405681","834 Walnut St Ste 650","","Philadelphia","PA","191075109","US","2159555161","",""
"1336776558","2160 S 1st Ave","","Maywood","IL","601533328","US","8885847888","",""
"1336776558","5000 S 5th Ave","","Hines","IL","601413030","US","7082028387","",""
"1366973786","611 S Marshall Ave","","Mc Leansboro","IL","628591213","US","6186432361","",""
"1366973786","1740 W Taylor St","","Chicago","IL","606127232","US","8702758150","",""
"1366973786","200 E Fairman Ave","","Watseka","IL","609701644","US","8154325841","",""
"1679101448","900 N Washington St","","Du Quoin","IL","628321233","US","6185422146","",""
"1679101448","200 E Fairman Ave","","Watseka","IL","609701644","US","8154325841","",""
"1659909372","3313 E 83rd Pl","","Merrillville","IN","464106544","US","2197698648","",""
"1659909372","303 N 7th St","","Kentland","IN","479511379","US","2194745464","",""
"1255794145","Walter Reed National Military Ctr","8901 Wisconsin Avenue","Bethesda","MD","208890001","US","3013195437","",""
"1922569961","Uw Hospitals and Clinics 600 Highland Ave","","Madison","WI","537920001","US","6082636400","",""
"1447492855","49906 Fuller Ct","","Plymouth","MI","481702869","US","7346739491","",""
"1427686799","725 North St","","Pittsfield","MA","012014124","US","4134472839","",""
"1609239144","88 E Newton St # C515","","Boston","MA","021182308","US","6176388442","","6176388409"
"1487150355","1 Medical Center Blvd","","Winston Salem","NC","271570001","US","3367164101","",""
"1487150355","1364 Clifton Rd NE","","Atlanta","GA","303220001","US","4047122000","",""
"1184120867","1100 Wilford Hall Loop, Bldg 4554","59 MDW/GME","JBSA Lackland","TX","782369908","US","2109164536","",""
"1265994958","1633 N Capitol Ave Ste 640","","Indianapolis","IN","462021281","US","3179628881","",""
"1548655731","925 Chestnut St","","Philadelphia","PA","191074216","US","2159555050","",""
"1790217164","550 S Jackson St","3rd Floor, Ste. A3K00","Louisville","KY","402021622","US","5028525666","",""
"1982100327","Kellogg Suite 108","1750 W. Harrison St.","Chicago","IL","606123833","US","3129427802","","3129424021"
"1104289370","8414 Naab Rd Ste 200","","Indianapolis","IN","462601972","US","3173387150","","3173387539"
"1104289370","8414 Naab Rd","","Indianapolis","IN","462601972","US","3173387770","",""
"1104289370","2401 W University Ave","","Muncie","IN","473033428","US","7657411515","","7657515087"
"1104289370","3219 Clifton Ave","","Cincinnati","OH","452203027","US","5132462343","",""
"1104289370","1800 N Capitol Ave # E371","","Indianapolis","IN","462021218","US","3172740700","",""
"1104289370","13001 E 17th Pl","","Aurora","CO","800452570","US","3037241784","",""
"1104289370","740 E Galbraith Rd","","Cincinnati","OH","452161304","US","5132462343","",""
"1245763002","234 Goodman St","","Cincinnati","OH","452192364","US","5135841000","",""
"1245763002","234 Goodman St","","Cincinnati","OH","452192364","US","5135841000","",""
"1356960272","12605 E 16th Ave","","Aurora","CO","800452545","US","7208480000","",""
"1629502984","1600 Medical Center Dr Ste G500","","Huntington","WV","257013659","US","7708557036","",""
"1356848857","500 S Preston St Rm 305","","Louisville","KY","402021702","US","5028528696","",""
"1710673942","629 NW 26th Ter","","Cape Coral","FL","339938714","US","3159920541","",""
"1710673942","8260 Gladiolus Dr","","Fort Myers","FL","339084156","US","2394375755","","2394375776"
"1710673942","8981 Colonial Center Dr","","Fort Myers","FL","339057816","US","2399380800","","8664200122"
"1710673942","1708 Cape Coral Pkwy W Ste 10","","Cape Coral","FL","339146985","US","2395414633","","2395411825"
"1093202277","9500 Euclid Ave # Na23","","Cleveland","OH","441950002","US","2164442200","",""
"1447540935","2801 Randolph Rd Ste 100","","Charlotte","NC","282111051","US","7043674800","",""
"1699119867","601 Elmwood Avenue","Univeristy of Rochester Medical Center","Rochester","NY","146420001","US","5852734135","","5852733637"
"1306333794","222 W 6th St Ste 40","","San Pedro","CA","907313316","US","8884932343","","6165915691"
"1497100630","80 Health Park Dr Ste 270","","Louisville","CO","800274644","US","3036493180","","3032692790"
"1710541305","508 Fulton St","","Durham","NC","277053875","US","9192866932","",""
"1710541305","880 Madison Ave","","Memphis","TN","381033409","US","9015456969","","9015456424"
"1356905780","1801 W Wisconsin Ave","","Milwaukee","WI","532332186","US","2629570182","",""
"1881120434","801 Saint Marys Dr Ste 200E","","Evansville","IN","477140518","US","8124248231","","8124358794"
"1881120434","100 St Marys Epworth Xing Ste A400","","Newburgh","IN","476309497","US","8124248231","","8124358794"
"1881120434","545 Barnhill Dr # 125","","Indianapolis","IN","46202","US","3172745771","",""
"1720609597","590 Manning Dr","","Chapel Hill","NC","275997595","US","9849744544","","9199666125"
"1598454340","1495 Forest Hill Blvd Ste D","","West Palm Beach","FL","334066073","US","5616519056","","5615097102"
"1912957051","200 E Fairman Ave","","Watseka","IL","609701644","US","8154325841","",""
"1942569777","3401 N BROAD ST","","PHILADELPHIA","PA","19140","US","2157072000","",""
"1447607841","5841 S Maryland Ave # Mc1035","","Chicago","IL","606371447","US","6173080529","","7738343888"
"1447607841","924 Westwood Blvd Ste 515","","Los Angeles","CA","900242926","US","3107948634","",""
"1447607841","200 Ucla Medical Plz Ste 550","","Los Angeles","CA","900951447","US","3102066688","",""
"1720515083","2 Tampa General Cir","","Tampa","FL","336063571","US","8138218038","",""
"1720515083","3401 N Broad St","","Philadelphia","PA","191405103","US","2157072000","",""
"1629288816","200 E Fairman Ave","","Watseka","IL","609701644","US","8154325841","",""
"1043251341","2311 Wayne Memorial Dr","","Goldsboro","NC","275341725","US","4105863126","",""
"1043251341","2815 Linkhorne Dr Ste D","","Lynchburg","VA","245033356","US","4105863126","",""
"1649683657","5841 S Maryland Ave","Internal Medicine -MC 7082","Chicago","IL","606371447","US","7737026840","","7737022230"
"1124062492","163 Van Buren Rd","","Caribou","ME","047363567","US","2074923451","",""
"1407269004","505 Parnassus Ave # M896","","San Francisco","CA","941432204","US","4153540797","",""
"1538784012","3601 W 13 Mile Rd","","Royal Oak","MI","480736712","US","2488980898","",""
"1245760974","2910 Saint Marys Ave","","Hannibal","MO","634013727","US","5732212273","",""
"1568087997","5118 Park Ave Ste 610","","Memphis","TN","381175714","US","9017614263","","9017614226"
"1518903004","405 W Jackson St","","Carbondale","IL","629011462","US","6185490721","","6184570469"
"1518903004","2 S Hospital Dr","","Murphysboro","IL","629663333","US","6186843156","","6185290524"
"1235589672","430 S Alabama St","","Indianapolis","IN","462253301","US","3175286804","","3145282748"
"1235589672","430 S Alabama St","","Indianapolis","IN","462253301","US","3175286804","","3145282748"
"1003432923","2231 N High St","","Columbus","OH","432011101","US","6142932700","",""
"1295265445","Massachusetts General Hospital","55 Fruit St.","Boston","MA","02114","US","6176430596","",""
"1437189883","2450 Goodlette Rd N Ste 101","","Naples","FL","341034595","US","2396248470","","2396249073"
"1619381381","2450 Riverside Ave","","Minneapolis","MN","554541450","US","6126726000","",""
"1619381381","1101 W University Dr","3-North","Rochester","MI","483071863","US","2486014900","","2486014994"
"1750387254","5555 Glenridge Connector Ste 200","","Atlanta","GA","303424815","US","4154244266","","4155206633"
"1518317403","10000 Telegraph Rd Ste 100","","Taylor","MI","481803330","US","3138876000","",""
"1518317403","241 W 11th Ave","","Columbus","OH","43210","US","6142936194","",""
"1366937351","200 1st St SW","","Rochester","MN","55905","US","5072842511","",""
"1689290918","8492 Chapote Rd","","Frisco","TX","750351370","US","7024277677","",""
"1962427161","1300 S Jackson St","","Frankfort","IN","460413313","US","7656563000","",""
"1962427161","200 E Fairman Ave","","Watseka","IL","609701644","US","8154325841","",""
"1598442618","4 Blackberry Ln","","Grafton","MA","015191586","US","7742422411","",""
"1710504246","3455 SW US Veterans Hospital Rd","","Portland","OR","972393076","US","4064992379","",""
"1093448607","3551 Roger Brooke Dr Bldg 3600","","Fort Sam Houston","TX","782344504","US","9073106267","",""
"1700883543","667 Eastland Ave SE","","Warren","OH","444844503","US","3308412378","","3307291591"
"1700883543","1044 Belmont Ave","","Youngstown","OH","445041006","US","3304807320","","3307291591"
"1043449259","200 E Fairman Ave","","Watseka","IL","609701644","US","8154325841","",""
"1679590269","200 E Fairman Ave","","Watseka","IL","609701644","US","8154325841","",""
"1659390490","15290 Pennock Ln","","Apple Valley","MN","551247163","US","9528538800","",""
"1659390490","8450 Seasons Pkwy","","Woodbury","MN","551254402","US","9528538800","",""
"1659390490","205 Wabasha St S","","Saint Paul","MN","551071805","US","9528538800","",""
"1659390490","2500 Como Ave","","Saint Paul","MN","551081460","US","9528538800","",""
"1659390490","3930 Northwoods Dr","","Arden Hills","MN","551126963","US","9528538800","",""
"1598118408","1901 W Harrison St","","Chicago","IL","606123714","US","3128646000","",""
"1285156752","601 E Rollins St","","Orlando","FL","328031248","US","4073036413","",""
"1285156752","13000 Cottonwood Rd","","Cottonwood","AL","363204280","US","3346911109","",""
"1043508492","200 E Fairman Ave","","Watseka","IL","609701644","US","8154325841","",""
"1194333856","3711 N Everbrook Ln","","Muncie","IN","473045270","US","3143273562","","8124735822"
"1003007360","10350 E Dakota Ave","","Denver","CO","802471314","US","3033384545","",""
"1003007360","10101 Ridgegate Pkwy","","Lone Tree","CO","801245522","US","7202251000","",""
"1003007360","12605 E 16th Ave","","Aurora","CO","800452545","US","7208480000","",""
"1366921785","1 Elizabeth Pl","","Dayton","OH","454173445","US","9378131740","",""
"1861749533","1501 S Pinellas Ave","STE T","Tarpon Springs","FL","346891955","US","7279425146","",""
"1861749533","1395 S Pinellas Ave","","Tarpon Springs","FL","346893790","US","7279425054","","7279425160"
"1164976536","446 Rinehart Rd","","Lake Mary","FL","327465242","US","6168260275","",""
"1548936800","2380 Cedar St Ste 203","","Holt","MI","488422211","US","5177094677","",""
"1548936800","3315 E Michigan Ave Ste 6","","Lansing","MI","489124600","US","5177094677","","5177985667"
"1245713064","720 S Crescent St Ste B","","Gilman","IL","609381518","US","8152658889","",""
"1205610250","4214 Summit Dr","","LA Mesa","CA","919417841","US","2535766619","",""
